Date,Close,High,Low,Open,Volume
,NVDA,NVDA,NVDA,NVDA,NVDA
2015-01-02,0.48303839564323425,0.48663781271536577,0.47535967736321605,0.48303839564323425,113680000
2015-01-05,0.4748796820640564,0.48447807824539446,0.47272006080162515,0.4830383116668458,197952000
2015-01-06,0.4604822099208832,0.4760795599151433,0.46000229718060065,0.4755996471748608,197764000
2015-01-07,0.45928236842155457,0.4679209113153249,0.45784260173746155,0.4638415819121926,321808000
2015-01-08,0.4765594005584717,0.4794389337753259,0.4643214702030182,0.46456144083955353,283780000
2015-01-09,0.4784790575504303,0.48207847390386294,0.47176019469967445,0.47823911553046217,209540000
2015-01-12,0.4724801182746887,0.47991886503068415,0.46816084688751053,0.47967889438485456,190732000
2015-01-13,0.47176018357276917,0.4856778215913477,0.4684007665293217,0.47607945448962324,236720000
2015-01-14,0.47367990016937256,0.47511966679063367,0.4655212989299397,0.46672109491252645,155260000
2015-01-15,0.4703204333782196,0.47991880022907646,0.4700804627647923,0.4770392958948973,188932000
2015-01-16,0.47895899415016174,0.47943890679082884,0.468160802405503,0.46960056893289503,181512000
2015-01-20,0.4803988039493561,0.48495798874905627,0.47439979528179055,0.4823184546849365,140308000
2015-01-21,0.4871176779270172,0.4883175026413801,0.47439983345088566,0.4777592797192312,144780000
2015-01-22,0.4955161511898041,0.49695591759050134,0.4830382519981295,0.48807737718979355,159712000
2015-01-23,0.4969557821750641,0.4979156071103942,0.4919166011457496,0.4959959000289731,120416000
2015-01-26,0.4947962462902069,0.497195837782543,0.49167677162909257,0.4947962462902069,133240000
2015-01-27,0.47104039788246155,0.4875976007200639,0.4700805438685369,0.48711765941040436,357948000
2015-01-28,0.4633616507053375,0.4787190565022689,0.4631216800657789,0.4767993772019784,272728000
2015-01-29,0.47463977336883545,0.4772793074743434,0.46144198841972073,0.4636016384392022,235340000
2015-01-30,0.4607221186161041,0.47679940879149135,0.46000226386052107,0.47128034116452217,298200000
2015-02-02,0.4708004593849182,0.4727201389384935,0.45448322608762254,0.46360168251305806,259604000
2015-02-03,0.48255839943885803,0.48303834073084645,0.4717602352662022,0.4741598273045701,183468000
2015-02-04,0.48375818133354187,0.489277248255373,0.4796788523443247,0.48111864748772065,181516000
2015-02-05,0.49167683720588684,0.49191677922389027,0.4837581785039589,0.4842380625399657,140448000
2015-02-06,0.48951709270477295,0.4969558659315167,0.4873574433282244,0.4911968009273872,210524000
2015-02-09,0.48903733491897583,0.4904770443306407,0.4835182676734404,0.48663774295182066,273944000
2015-02-10,0.5027148127555847,0.5029547546980665,0.4873573842214836,0.4895170333361098,226204000
2015-02-11,0.49935564398765564,0.5039148292062338,0.4959961690755561,0.5039148292062338,320832000
2015-02-12,0.5351095795631409,0.5399087639996074,0.5247913273036586,0.5279108029084411,676904000
2015-02-13,0.5353493690490723,0.5360692522304572,0.5257510029116392,0.5339096026863023,310084000
2015-02-17,0.5370292067527771,0.5396687981238949,0.5310302550773405,0.5343896725924481,203340000
2015-02-18,0.5307900905609131,0.537269038736747,0.5298302654569724,0.5363091564220355,170948000
2015-02-19,0.5322299599647522,0.5384689101655887,0.5298303681344906,0.5375090848756405,169432000
2015-02-20,0.5360692739486694,0.5363092159485937,0.5279106738434703,0.5317500318961456,157752000
2015-02-23,0.5317500829696655,0.5358293834140737,0.5291104918738617,0.5358293834140737,125008000
2015-02-24,0.5374107956886292,0.5374107956886292,0.5289799143363297,0.5337975772322356,149356000
2015-02-25,0.5333157181739807,0.5376516486714861,0.530906887041277,0.535242760107718,123820000
2015-02-26,0.5347610712051392,0.5378925576717739,0.5304251403600746,0.5337975501610367,152864000
2015-02-27,0.5313888788223267,0.534520366231769,0.529461778722854,0.5333159214907129,157492000
2015-03-02,0.5443964600563049,0.5472870809571067,0.5292208151892472,0.5299434704144477,301512000
2015-03-03,0.5342794060707092,0.5429512123440684,0.5325932294940953,0.5403015144995439,160344000
2015-03-04,0.5403012633323669,0.5415056499996072,0.5301841511446928,0.532352116062992,226840000
2015-03-05,0.5506594777107239,0.5516229989442712,0.5388561846642981,0.5403014952301592,323056000
2015-03-06,0.5431919693946838,0.5501775395211813,0.542710180192724,0.5475278424880639,257392000
2015-03-09,0.5446372628211975,0.5487323277660837,0.5422284314935951,0.5434328758729309,222388000
2015-03-10,0.5540316700935364,0.5576449454604636,0.54608252171736,0.5470460426715195,527212000
2015-03-11,0.551141083240509,0.561258138965394,0.5496957731566509,0.5540316459771643,262120000
2015-03-12,0.5460829138755798,0.5499370578910553,0.5357249269600979,0.5458420478218329,406972000
2015-03-13,0.5468053221702576,0.5482506327012941,0.5359655506185619,0.5434329692185581,359288000
2015-03-16,0.5533090829849243,0.5566814928853218,0.5475278991187825,0.5511411749295403,236956000
2015-03-17,0.5600538849830627,0.5602947509104663,0.5482505930741683,0.5521047350679986,299900000
2015-03-18,0.5509001016616821,0.5629442553679631,0.5458415743343606,0.5600536929370887,413844000
2015-03-19,0.5593312978744507,0.5612583403904668,0.5487324491741983,0.552827457594044,310756000
2015-03-20,0.5653530955314636,0.5687255045702713,0.5586083923159603,0.5639078430074672,462084000
2015-03-23,0.5470460653305054,0.5557178691392586,0.5468051994397546,0.5484913755371419,426012000
2015-03-24,0.5395787358283997,0.5492140611667707,0.537169904493807,0.5453599195452085,330480000
2015-03-25,0.5068187117576599,0.5393379694937137,0.50513247782418,0.5393379694937137,542552000
2015-03-26,0.5051324367523193,0.5073004024067356,0.49284741290611106,0.49646068899680473,311920000
2015-03-27,0.5150087475776672,0.5169357901007269,0.4998331010575558,0.5080231179271825,318288000
2015-03-30,0.517176628112793,0.5198263255023529,0.5106727314512094,0.5174174940306423,253252000
2015-03-31,0.5041691064834595,0.5162132689605635,0.5036873744430335,0.5157315369201374,357276000
2015-04-01,0.5060958862304688,0.5077820621656405,0.4974240832559707,0.5060958862304688,330768000
2015-04-02,0.5073004364967346,0.510431923508743,0.5029645623276116,0.5089866129753424,192204000
2015-04-06,0.5219942927360535,0.5236804690285699,0.4998330201525701,0.5051324149487438,515864000
2015-04-07,0.5265710949897766,0.5323522791115097,0.5191036771277596,0.5219942979041627,413964000
2015-04-08,0.5304251313209534,0.532352230807387,0.5219942505398936,0.5270527790085294,366432000
2015-04-09,0.5427102446556091,0.5443964209161549,0.5260892905331376,0.526330156447195,379432000
2015-04-10,0.5482503771781921,0.5484912430107449,0.5412647511546925,0.5431918501082711,258728000
2015-04-13,0.5431919693946838,0.5501775395211813,0.5407830808159492,0.547046053286104,236724000
2015-04-14,0.538615345954895,0.5431921438345731,0.533315892755737,0.5410241778761335,220276000
2015-04-15,0.5451191663742065,0.5492141747467737,0.5374108815369735,0.5400606367547555,243560000
2015-04-16,0.5417469143867493,0.5465645789512454,0.537892771248934,0.5419877803856465,155284000
2015-04-17,0.5347610712051392,0.5400605230943061,0.5301842744568163,0.5304251403600746,293636000
2015-04-20,0.532111406326294,0.5405422877635898,0.5311478277925409,0.5371699351886715,231624000
2015-04-21,0.5313888788223267,0.5386153749754046,0.5287391233644376,0.5386153749754046,230456000
2015-04-22,0.5374107956886292,0.5381334508661222,0.5263301595418312,0.5345202324097287,207420000
2015-04-23,0.5352428555488586,0.5403014420312969,0.5215125213872468,0.5275346290083628,259380000
2015-04-24,0.5306660532951355,0.5352427925227007,0.5246439463831375,0.5350019266241625,240960000
2015-04-27,0.5347610712051392,0.5441555306050433,0.5277754431310256,0.5323522398793485,248456000
2015-04-28,0.5374107956886292,0.5393378953056346,0.5287389909897842,0.5337975772322356,234484000
2015-04-29,0.5333157181739807,0.5388560355223059,0.531147752925228,0.5335565840579318,195156000
2015-04-30,0.5347610712051392,0.5374107684341881,0.5294616193159722,0.530666063694402,218844000
2015-05-01,0.5480099320411682,0.549696109025584,0.5366883677540826,0.5390972002219759,256968000
2015-05-04,0.5446372628211975,0.5511411590936861,0.5429510866349828,0.547527883386748,200720000
2015-05-05,0.5306660532951355,0.5434328648147462,0.5282572220165498,0.5427102096880637,292928000
2015-05-06,0.5323523879051208,0.5386153625798714,0.5253667578885848,0.5335567751873733,316484000
2015-05-07,0.5417469143867493,0.5434330912412138,0.5284983081188389,0.5301844849733034,534564000
2015-05-08,0.5017600059509277,0.5260892413599176,0.4935699913277718,0.5060959365851158,1146552000
2015-05-11,0.49694228172302246,0.502000866833712,0.4909202331659945,0.494774316675584,544144000
2015-05-12,0.5017600059509277,0.5058550132625057,0.49308820211361776,0.49332912543622787,388800000
2015-05-13,0.504650890827179,0.5092276897513023,0.49983322588529006,0.5053735463115718,308524000
2015-05-14,0.5128406882286072,0.515490443003893,0.5048915387648925,0.5060959831956717,293052000
2015-05-15,0.5130816698074341,0.5174175439019978,0.5099501828492744,0.5150087121981117,215824000
2015-05-18,0.512359082698822,0.5154905700734811,0.5094684612972641,0.5118772933215339,324972000
2015-05-19,0.5091646313667297,0.5147305947616965,0.5081965925787175,0.513036555731131,253808000
2015-05-20,0.5091646313667297,0.5154565950042497,0.5086806119727236,0.5094066122152768,196824000
